Year MO DY HR MN BOUH
2013 04 06 01 26 20825.93
2013 04 06 01 27 20824.96
2013 04 06 01 28 20824.12
2013 04 06 01 29 20823.83
2013 04 06 01 30 20823.40
2013 04 06 01 31 20823.37
2013 04 06 01 32 20823.46
2013 04 06 01 33 20823.85
2013 04 06 01 34 20824.29
2013 04 06 01 35 20824.77
2013 04 06 01 36 20825.30
2013 04 06 01 37 20826.23
2013 04 06 01 38 20826.93
2013 04 06 01 39 20827.74
2013 04 06 01 40 20827.63
2013 04 06 01 41 20827.59
2013 04 06 01 42 20827.90
2013 04 06 01 43 20827.98
2013 04 06 01 44 20827.84
2013 04 06 01 45 20827.92
2013 04 06 01 46 20828.14
2013 04 06 01 47 20828.48
2013 04 06 01 48 20828.58
2013 04 06 01 49 20828.84
2013 04 06 01 50 20829.36
2013 04 06 01 51 20829.93
2013 04 06 01 52 20830.72
2013 04 06 01 53 20831.06
2013 04 06 01 54 20831.04
2013 04 06 01 55 20831.18
2013 04 06 01 56 20831.21
2013 04 06 01 57 20831.39
2013 04 06 01 58 20831.79
2013 04 06 01 59 20831.90
2013 04 06 02 00 20831.47
2013 04 06 02 01 20831.26
2013 04 06 02 02 20830.99
2013 04 06 02 03 20830.91
2013 04 06 02 04 20830.64
2013 04 06 02 05 20830.22
2013 04 06 02 06 20829.95
2013 04 06 02 07 20829.43
2013 04 06 02 08 20828.94
2013 04 06 02 09 20828.92
2013 04 06 02 10 20829.12
2013 04 06 02 11 20829.35
2013 04 06 02 12 20829.25
2013 04 06 02 13 20829.46
2013 04 06 02 14 20829.40
2013 04 06 02 15 20829.04
2013 04 06 02 16 20828.89
2013 04 06 02 17 20828.66
2013 04 06 02 18 20828.71
2013 04 06 02 19 20828.99
2013 04 06 02 20 20829.09
2013 04 06 02 21 20828.88
2013 04 06 02 22 20828.59
2013 04 06 02 23 20828.53
2013 04 06 02 24 20828.49
2013 04 06 02 25 20827.74
2013 04 06 02 26 20826.91
2013 04 06 02 27 20826.70
2013 04 06 02 28 20826.30
2013 04 06 02 29 20826.09
2013 04 06 02 30 20825.86
2013 04 06 02 31 20825.78
2013 04 06 02 32 20826.05
2013 04 06 02 33 20826.37
2013 04 06 02 34 20826.20
2013 04 06 02 35 20826.04
2013 04 06 02 36 20826.26
2013 04 06 02 37 20826.40
2013 04 06 02 38 20826.28
2013 04 06 02 39 20826.49
2013 04 06 02 40 20826.28
2013 04 06 02 41 20826.24
2013 04 06 02 42 20825.72
2013 04 06 02 43 20825.90
2013 04 06 02 44 20826.27
2013 04 06 02 45 20826.90
2013 04 06 02 46 20826.54
2013 04 06 02 47 20827.36
2013 04 06 02 48 20827.84
2013 04 06 02 49 20827.95
2013 04 06 02 50 20828.18
2013 04 06 02 51 20828.33
2013 04 06 02 52 20827.67
2013 04 06 02 53 20827.60
2013 04 06 02 54 20826.78
2013 04 06 02 55 20826.63
2013 04 06 02 56 20826.98
2013 04 06 02 57 20826.49
2013 04 06 02 58 20826.08
2013 04 06 02 59 20825.77
2013 04 06 03 00 20825.11
2013 04 06 03 01 20824.78
2013 04 06 03 02 20824.17
2013 04 06 03 03 20823.98
2013 04 06 03 04 20824.22
2013 04 06 03 05 20824.47
2013 04 06 03 06 20825.18
2013 04 06 03 07 20825.77
2013 04 06 03 08 20825.97
2013 04 06 03 09 20826.50
2013 04 06 03 10 20826.46
2013 04 06 03 11 20825.95
2013 04 06 03 12 20825.70
2013 04 06 03 13 20825.16
2013 04 06 03 14 20825.56
2013 04 06 03 15 20825.39
2013 04 06 03 16 20825.15
2013 04 06 03 17 20824.84
2013 04 06 03 18 20824.40
2013 04 06 03 19 20823.87
2013 04 06 03 20 20823.81
2013 04 06 03 21 20823.36
2013 04 06 03 22 20823.12
2013 04 06 03 23 20823.31
2013 04 06 03 24 20823.39
2013 04 06 03 25 20823.33
2013 04 06 03 26 20823.44
2013 04 06 03 27 20823.60
2013 04 06 03 28 20823.78
2013 04 06 03 29 20823.87
2013 04 06 03 30 20823.81
2013 04 06 03 31 20823.72
2013 04 06 03 32 20823.61
2013 04 06 03 33 20823.79
2013 04 06 03 34 20824.00
2013 04 06 03 35 20824.06
2013 04 06 03 36 20824.01
2013 04 06 03 37 20824.31
2013 04 06 03 38 20824.17
2013 04 06 03 39 20823.64
2013 04 06 03 40 20823.45
2013 04 06 03 41 20823.43
2013 04 06 03 42 20823.25
2013 04 06 03 43 20823.33
2013 04 06 03 44 20823.10
2013 04 06 03 45 20821.42
2013 04 06 03 46 20820.73
2013 04 06 03 47 20820.75
2013 04 06 03 48 20820.97
2013 04 06 03 49 20821.02
2013 04 06 03 50 20821.75
2013 04 06 03 51 20822.24
2013 04 06 03 52 20822.18
2013 04 06 03 53 20822.49
2013 04 06 03 54 20823.04
2013 04 06 03 55 20823.00
2013 04 06 03 56 20823.23
2013 04 06 03 57 20823.61
2013 04 06 03 58 20823.72
2013 04 06 03 59 20823.87
2013 04 06 04 00 20824.00
2013 04 06 04 01 20823.92
2013 04 06 04 02 20824.03
2013 04 06 04 03 20824.07
2013 04 06 04 04 20824.19
2013 04 06 04 05 20824.51
2013 04 06 04 06 20824.78
2013 04 06 04 07 20825.04
2013 04 06 04 08 20825.13
2013 04 06 04 09 20825.11
2013 04 06 04 10 20824.92
2013 04 06 04 11 20824.84
2013 04 06 04 12 20825.23
2013 04 06 04 13 20825.83
2013 04 06 04 14 20826.23
2013 04 06 04 15 20826.58
2013 04 06 04 16 20826.69
2013 04 06 04 17 20826.31
2013 04 06 04 18 20824.74
2013 04 06 04 19 20822.90
2013 04 06 04 20 20821.58
2013 04 06 04 21 20820.87
2013 04 06 04 22 20820.62
2013 04 06 04 23 20820.87
2013 04 06 04 24 20821.33
2013 04 06 04 25 20821.74
2013 04 06 04 26 20822.74
2013 04 06 04 27 20824.38
2013 04 06 04 28 20825.80
2013 04 06 04 29 20826.89
2013 04 06 04 30 20827.60
2013 04 06 04 31 20828.13
2013 04 06 04 32 20828.40
2013 04 06 04 33 20828.24
2013 04 06 04 34 20827.69
2013 04 06 04 35 20827.04
2013 04 06 04 36 20826.47
2013 04 06 04 37 20825.74
2013 04 06 04 38 20825.31
2013 04 06 04 39 20825.08
2013 04 06 04 40 20825.18
2013 04 06 04 41 20825.51
2013 04 06 04 42 20826.14
2013 04 06 04 43 20826.68
2013 04 06 04 44 20826.97
2013 04 06 04 45 20826.80
2013 04 06 04 46 20826.66
2013 04 06 04 47 20826.39
2013 04 06 04 48 20826.37
2013 04 06 04 49 20826.70
2013 04 06 04 50 20826.97
2013 04 06 04 51 20826.97
2013 04 06 04 52 20827.00
2013 04 06 04 53 20827.33
2013 04 06 04 54 20827.66
2013 04 06 04 55 20828.07
2013 04 06 04 56 20828.43
2013 04 06 04 57 20828.57
2013 04 06 04 58 20828.32
2013 04 06 04 59 20827.91
2013 04 06 05 00 20827.62
2013 04 06 05 01 20827.49
2013 04 06 05 02 20827.33
2013 04 06 05 03 20827.07
2013 04 06 05 04 20826.98
2013 04 06 05 05 20826.92
2013 04 06 05 06 20826.92
2013 04 06 05 07 20826.85
2013 04 06 05 08 20826.64
2013 04 06 05 09 20826.32
2013 04 06 05 10 20826.17
2013 04 06 05 11 20826.04
2013 04 06 05 12 20825.67
2013 04 06 05 13 20824.76
2013 04 06 05 14 20824.33
2013 04 06 05 15 20824.48
2013 04 06 05 16 20824.65
2013 04 06 05 17 20824.78
2013 04 06 05 18 20825.08
2013 04 06 05 19 20825.21
2013 04 06 05 20 20825.31
2013 04 06 05 21 20825.44
2013 04 06 05 22 20825.42
2013 04 06 05 23 20825.12
2013 04 06 05 24 20824.90
2013 04 06 05 25 20825.16
2013 04 06 05 26 20825.64
2013 04 06 05 27 20826.04
2013 04 06 05 28 20826.32
2013 04 06 05 29 20826.66
2013 04 06 05 30 20826.68
2013 04 06 05 31 20826.63
2013 04 06 05 32 20826.85
2013 04 06 05 33 20827.00
2013 04 06 05 34 20826.82
2013 04 06 05 35 20826.66
2013 04 06 05 36 20826.33
2013 04 06 05 37 20825.76
2013 04 06 05 38 20825.34
2013 04 06 05 39 20824.91
2013 04 06 05 40 20824.53
2013 04 06 05 41 20824.57
2013 04 06 05 42 20824.71
2013 04 06 05 43 20824.55
2013 04 06 05 44 20824.59
2013 04 06 05 45 20825.03
2013 04 06 05 46 20825.37
2013 04 06 05 47 20825.51
2013 04 06 05 48 20825.33
2013 04 06 05 49 20825.17
2013 04 06 05 50 20825.22
2013 04 06 05 51 20825.19
2013 04 06 05 52 20824.81
2013 04 06 05 53 20824.42
2013 04 06 05 54 20824.03
2013 04 06 05 55 20823.72
2013 04 06 05 56 20823.65
2013 04 06 05 57 20823.87
2013 04 06 05 58 20823.78
2013 04 06 05 59 20823.47
2013 04 06 06 00 20823.01
2013 04 06 06 01 20822.68
2013 04 06 06 02 20822.56
2013 04 06 06 03 20822.70
2013 04 06 06 04 20823.24
2013 04 06 06 05 20823.84
2013 04 06 06 06 20824.18
2013 04 06 06 07 20824.06
2013 04 06 06 08 20824.03
2013 04 06 06 09 20823.99
2013 04 06 06 10 20823.76
2013 04 06 06 11 20823.81
2013 04 06 06 12 20824.10
2013 04 06 06 13 20823.19
2013 04 06 06 14 20823.39
2013 04 06 06 15 20823.46
2013 04 06 06 16 20823.24
2013 04 06 06 17 20823.27
2013 04 06 06 18 20823.33
2013 04 06 06 19 20822.91
2013 04 06 06 20 20823.06
2013 04 06 06 21 20823.86
2013 04 06 06 22 20823.79
2013 04 06 06 23 20824.56
2013 04 06 06 24 20824.67
2013 04 06 06 25 20824.65
2013 04 06 06 26 20825.03
2013 04 06 06 27 20825.87
2013 04 06 06 28 20825.48
2013 04 06 06 29 20826.05
2013 04 06 06 30 20825.34
2013 04 06 06 31 20825.86
2013 04 06 06 32 20825.35
2013 04 06 06 33 20825.91
2013 04 06 06 34 20825.46
2013 04 06 06 35 20825.39
2013 04 06 06 36 20825.33
2013 04 06 06 37 20824.81
2013 04 06 06 38 20824.83
2013 04 06 06 39 20825.00
2013 04 06 06 40 20824.12
2013 04 06 06 41 20823.27
2013 04 06 06 42 20822.07
2013 04 06 06 43 20821.88
2013 04 06 06 44 20821.36
2013 04 06 06 45 20821.56
2013 04 06 06 46 20821.63
2013 04 06 06 47 20821.77
2013 04 06 06 48 20821.46
2013 04 06 06 49 20821.60
2013 04 06 06 50 20820.70
2013 04 06 06 51 20820.41
2013 04 06 06 52 20819.68
2013 04 06 06 53 20819.33
2013 04 06 06 54 20818.82
2013 04 06 06 55 20818.41
2013 04 06 06 56 20818.04
2013 04 06 06 57 20817.72
2013 04 06 06 58 20817.09
2013 04 06 06 59 20817.08
2013 04 06 07 00 20817.09
2013 04 06 07 01 20816.33
2013 04 06 07 02 20816.67
2013 04 06 07 03 20816.61
2013 04 06 07 04 20816.64
2013 04 06 07 05 20816.59
2013 04 06 07 06 20816.67
2013 04 06 07 07 20816.18
2013 04 06 07 08 20817.18
2013 04 06 07 09 20816.74
2013 04 06 07 10 20816.82
2013 04 06 07 11 20816.62
2013 04 06 07 12 20817.08
2013 04 06 07 13 20816.17
2013 04 06 07 14 20816.26
2013 04 06 07 15 20816.81
2013 04 06 07 16 20815.64
2013 04 06 07 17 20816.49
2013 04 06 07 18 20816.18
2013 04 06 07 19 20815.32
2013 04 06 07 20 20815.59
2013 04 06 07 21 20814.77
2013 04 06 07 22 20814.97
2013 04 06 07 23 20814.48
2013 04 06 07 24 20814.03
2013 04 06 07 25 20813.99
2013 04 06 07 26 20814.07
2013 04 06 07 27 20814.02
2013 04 06 07 28 20814.44
2013 04 06 07 29 20814.60
2013 04 06 07 30 20814.58
2013 04 06 07 31 20814.53
2013 04 06 07 32 20814.63
2013 04 06 07 33 20814.95
2013 04 06 07 34 20815.15
2013 04 06 07 35 20814.99
2013 04 06 07 36 20815.09
2013 04 06 07 37 20815.05
2013 04 06 07 38 20815.44
2013 04 06 07 39 20815.62
2013 04 06 07 40 20815.95
2013 04 06 07 41 20816.31
2013 04 06 07 42 20816.61
2013 04 06 07 43 20816.83
2013 04 06 07 44 20816.75
2013 04 06 07 45 20816.58
2013 04 06 07 46 20816.70
2013 04 06 07 47 20816.12
2013 04 06 07 48 20816.13
2013 04 06 07 49 20815.69
2013 04 06 07 50 20815.39
2013 04 06 07 51 20815.23
2013 04 06 07 52 20815.09
2013 04 06 07 53 20815.20
2013 04 06 07 54 20815.03
2013 04 06 07 55 20814.75
2013 04 06 07 56 20814.63
2013 04 06 07 57 20814.49
2013 04 06 07 58 20814.38
2013 04 06 07 59 20814.30
2013 04 06 08 00 20814.19
2013 04 06 08 01 20814.18
2013 04 06 08 02 20813.82
2013 04 06 08 03 20813.58
2013 04 06 08 04 20813.35
2013 04 06 08 05 20813.48
2013 04 06 08 06 20813.45
2013 04 06 08 07 20813.47
2013 04 06 08 08 20813.56
2013 04 06 08 09 20813.52
2013 04 06 08 10 20813.26
2013 04 06 08 11 20813.25
2013 04 06 08 12 20813.36
2013 04 06 08 13 20813.65
2013 04 06 08 14 20814.03
2013 04 06 08 15 20814.27
2013 04 06 08 16 20814.51
2013 04 06 08 17 20814.68
2013 04 06 08 18 20814.83
2013 04 06 08 19 20814.95
2013 04 06 08 20 20814.97
2013 04 06 08 21 20815.08
2013 04 06 08 22 20815.41
2013 04 06 08 23 20815.81
2013 04 06 08 24 20816.19
2013 04 06 08 25 20816.47
2013 04 06 08 26 20816.68
2013 04 06 08 27 20816.96
2013 04 06 08 28 20817.31
2013 04 06 08 29 20817.72
2013 04 06 08 30 20817.94
2013 04 06 08 31 20818.01
2013 04 06 08 32 20817.91
2013 04 06 08 33 20817.88
2013 04 06 08 34 20817.81
2013 04 06 08 35 20817.70
2013 04 06 08 36 20817.82
2013 04 06 08 37 20818.03
2013 04 06 08 38 20818.07
2013 04 06 08 39 20818.15
2013 04 06 08 40 20818.21
2013 04 06 08 41 20818.21
2013 04 06 08 42 20818.25
2013 04 06 08 43 20818.27
2013 04 06 08 44 20818.34
2013 04 06 08 45 20818.42
2013 04 06 08 46 20818.44
2013 04 06 08 47 20818.43
2013 04 06 08 48 20818.37
2013 04 06 08 49 20818.33
2013 04 06 08 50 20818.41
2013 04 06 08 51 20818.43
2013 04 06 08 52 20818.53
2013 04 06 08 53 20818.67
2013 04 06 08 54 20818.76
2013 04 06 08 55 20818.94
2013 04 06 08 56 20819.19
2013 04 06 08 57 20819.30
2013 04 06 08 58 20819.51
2013 04 06 08 59 20819.66
2013 04 06 09 00 20819.99
2013 04 06 09 01 20820.46
2013 04 06 09 02 20820.76
2013 04 06 09 03 20820.86
2013 04 06 09 04 20820.93
2013 04 06 09 05 20821.01
2013 04 06 09 06 20821.11
2013 04 06 09 07 20821.07
2013 04 06 09 08 20821.15
2013 04 06 09 09 20821.28
2013 04 06 09 10 20821.22
2013 04 06 09 11 20821.05
2013 04 06 09 12 20821.06
2013 04 06 09 13 20820.99
2013 04 06 09 14 20820.92
2013 04 06 09 15 20820.81
2013 04 06 09 16 20820.56
2013 04 06 09 17 20820.55
2013 04 06 09 18 20820.62
2013 04 06 09 19 20820.58
2013 04 06 09 20 20820.59
2013 04 06 09 21 20820.60
2013 04 06 09 22 20820.63
2013 04 06 09 23 20821.00
2013 04 06 09 24 20821.38
2013 04 06 09 25 20821.76
2013 04 06 09 26 20821.99
2013 04 06 09 27 20822.13
2013 04 06 09 28 20822.35
2013 04 06 09 29 20822.62
2013 04 06 09 30 20822.74
2013 04 06 09 31 20822.91
2013 04 06 09 32 20823.04
2013 04 06 09 33 20823.07
2013 04 06 09 34 20822.97
2013 04 06 09 35 20822.83
2013 04 06 09 36 20822.71
2013 04 06 09 37 20822.83
2013 04 06 09 38 20822.73
2013 04 06 09 39 20822.68
2013 04 06 09 40 20822.67
2013 04 06 09 41 20822.54
2013 04 06 09 42 20822.29
2013 04 06 09 43 20822.10
2013 04 06 09 44 20821.96
2013 04 06 09 45 20821.92
2013 04 06 09 46 20821.76
2013 04 06 09 47 20821.68
2013 04 06 09 48 20821.35
2013 04 06 09 49 20821.35
2013 04 06 09 50 20821.34
2013 04 06 09 51 20821.24
2013 04 06 09 52 20821.33
2013 04 06 09 53 20821.38
2013 04 06 09 54 20821.37
2013 04 06 09 55 20821.32
2013 04 06 09 56 20821.40
2013 04 06 09 57 20821.34
2013 04 06 09 58 20821.41
2013 04 06 09 59 20821.51
2013 04 06 10 00 20821.60
2013 04 06 10 01 20821.74
2013 04 06 10 02 20821.86
2013 04 06 10 03 20821.84
2013 04 06 10 04 20822.03
2013 04 06 10 05 20822.21
2013 04 06 10 06 20822.41
2013 04 06 10 07 20822.55
2013 04 06 10 08 20822.75
2013 04 06 10 09 20822.69
2013 04 06 10 10 20822.49
2013 04 06 10 11 20822.36
2013 04 06 10 12 20822.17
2013 04 06 10 13 20821.96
2013 04 06 10 14 20821.74
2013 04 06 10 15 20821.81
2013 04 06 10 16 20821.85
2013 04 06 10 17 20821.81
2013 04 06 10 18 20821.61
2013 04 06 10 19 20821.44
2013 04 06 10 20 20821.48
2013 04 06 10 21 20821.53
2013 04 06 10 22 20821.57
2013 04 06 10 23 20821.72
2013 04 06 10 24 20821.75
2013 04 06 10 25 20821.80
2013 04 06 10 26 20821.75
2013 04 06 10 27 20821.48
2013 04 06 10 28 20821.13
2013 04 06 10 29 20820.78
2013 04 06 10 30 20820.46
2013 04 06 10 31 20820.16
2013 04 06 10 32 20820.08
2013 04 06 10 33 20820.09
2013 04 06 10 34 20820.28
2013 04 06 10 35 20820.39
2013 04 06 10 36 20820.36
2013 04 06 10 37 20820.54
2013 04 06 10 38 20820.71
2013 04 06 10 39 20820.95
2013 04 06 10 40 20821.05
2013 04 06 10 41 20821.25
2013 04 06 10 42 20821.50
2013 04 06 10 43 20821.71
2013 04 06 10 44 20821.98
2013 04 06 10 45 20822.09
2013 04 06 10 46 20822.25
2013 04 06 10 47 20822.45
2013 04 06 10 48 20822.67
2013 04 06 10 49 20822.92
2013 04 06 10 50 20823.14
2013 04 06 10 51 20823.09
2013 04 06 10 52 20822.93
2013 04 06 10 53 20822.91
2013 04 06 10 54 20822.74
2013 04 06 10 55 20822.63
2013 04 06 10 56 20822.74
2013 04 06 10 57 20822.48
2013 04 06 10 58 20822.38
2013 04 06 10 59 20822.33
2013 04 06 11 00 20822.26
2013 04 06 11 01 20822.11
2013 04 06 11 02 20821.97
2013 04 06 11 03 20821.79
2013 04 06 11 04 20821.59
2013 04 06 11 05 20821.65
2013 04 06 11 06 20821.82
2013 04 06 11 07 20821.86
2013 04 06 11 08 20821.88
2013 04 06 11 09 20821.78
2013 04 06 11 10 20821.67
2013 04 06 11 11 20821.55
2013 04 06 11 12 20821.49
2013 04 06 11 13 20821.45
2013 04 06 11 14 20821.42
2013 04 06 11 15 20821.25
2013 04 06 11 16 20821.23
2013 04 06 11 17 20821.37
2013 04 06 11 18 20821.51
2013 04 06 11 19 20821.79
2013 04 06 11 20 20821.65
2013 04 06 11 21 20821.59
2013 04 06 11 22 20821.24
2013 04 06 11 23 20821.25
2013 04 06 11 24 20821.13
2013 04 06 11 25 20821.54
2013 04 06 11 26 20821.63
2013 04 06 11 27 20821.63
2013 04 06 11 28 20821.61
2013 04 06 11 29 20821.47
2013 04 06 11 30 20821.62
2013 04 06 11 31 20821.87
2013 04 06 11 32 20821.97
2013 04 06 11 33 20822.38
2013 04 06 11 34 20822.55
2013 04 06 11 35 20822.56
2013 04 06 11 36 20822.52
2013 04 06 11 37 20822.69
2013 04 06 11 38 20822.87
2013 04 06 11 39 20823.00
2013 04 06 11 40 20823.32
2013 04 06 11 41 20823.34
2013 04 06 11 42 20823.31
2013 04 06 11 43 20823.48
2013 04 06 11 44 20823.65
2013 04 06 11 45 20823.91
2013 04 06 11 46 20823.72
2013 04 06 11 47 20823.64
2013 04 06 11 48 20823.38
2013 04 06 11 49 20823.37
2013 04 06 11 50 20823.34
2013 04 06 11 51 20823.19
2013 04 06 11 52 20823.26
2013 04 06 11 53 20822.93
2013 04 06 11 54 20822.92
2013 04 06 11 55 20823.02
2013 04 06 11 56 20822.94
2013 04 06 11 57 20823.35
2013 04 06 11 58 20823.37
2013 04 06 11 59 20823.78
2013 04 06 12 00 20823.78
2013 04 06 12 01 20823.93
2013 04 06 12 02 20823.95
2013 04 06 12 03 20824.38
2013 04 06 12 04 20824.43
2013 04 06 12 05 20824.51
2013 04 06 12 06 20824.42
2013 04 06 12 07 20824.62
2013 04 06 12 08 20824.78
2013 04 06 12 09 20825.09
2013 04 06 12 10 20825.25
2013 04 06 12 11 20825.10
2013 04 06 12 12 20825.26
2013 04 06 12 13 20825.58
2013 04 06 12 14 20825.56
2013 04 06 12 15 20825.68
2013 04 06 12 16 20825.58
2013 04 06 12 17 20825.53
2013 04 06 12 18 20825.54
2013 04 06 12 19 20825.57
2013 04 06 12 20 20825.40
2013 04 06 12 21 20825.41
2013 04 06 12 22 20825.49
2013 04 06 12 23 20825.61
2013 04 06 12 24 20825.68
2013 04 06 12 25 20825.60
2013 04 06 12 26 20825.41
2013 04 06 12 27 20825.27
2013 04 06 12 28 20825.17
2013 04 06 12 29 20824.86
2013 04 06 12 30 20824.71
2013 04 06 12 31 20824.64
2013 04 06 12 32 20824.71
2013 04 06 12 33 20824.69
2013 04 06 12 34 20824.56
2013 04 06 12 35 20824.51
2013 04 06 12 36 20824.42
2013 04 06 12 37 20824.45
2013 04 06 12 38 20824.36
2013 04 06 12 39 20824.32
2013 04 06 12 40 20824.28
2013 04 06 12 41 20824.15
2013 04 06 12 42 20824.13
2013 04 06 12 43 20824.12
2013 04 06 12 44 20824.14
2013 04 06 12 45 20823.99
2013 04 06 12 46 20823.92
2013 04 06 12 47 20823.74
2013 04 06 12 48 20823.78
2013 04 06 12 49 20823.71
2013 04 06 12 50 20823.84
2013 04 06 12 51 20823.86
2013 04 06 12 52 20823.97
2013 04 06 12 53 20823.98
2013 04 06 12 54 20824.00
2013 04 06 12 55 20824.11
2013 04 06 12 56 20824.04
2013 04 06 12 57 20824.01
2013 04 06 12 58 20823.94
2013 04 06 12 59 20823.96
2013 04 06 13 00 20824.01
2013 04 06 13 01 20823.97
2013 04 06 13 02 20823.77
2013 04 06 13 03 20823.56
2013 04 06 13 04 20823.40
2013 04 06 13 05 20823.27
2013 04 06 13 06 20823.36
2013 04 06 13 07 20823.36
2013 04 06 13 08 20823.31
2013 04 06 13 09 20823.32
2013 04 06 13 10 20823.35
2013 04 06 13 11 20823.47
2013 04 06 13 12 20823.64
2013 04 06 13 13 20823.77
2013 04 06 13 14 20823.85
2013 04 06 13 15 20823.88
2013 04 06 13 16 20823.88
2013 04 06 13 17 20823.80
2013 04 06 13 18 20823.71
2013 04 06 13 19 20823.75
2013 04 06 13 20 20823.71
2013 04 06 13 21 20823.62
2013 04 06 13 22 20823.38
2013 04 06 13 23 20823.09
2013 04 06 13 24 20822.90
2013 04 06 13 25 20822.72
2013 04 06 13 26 20822.46
2013 04 06 13 27 20822.42
2013 04 06 13 28 20822.24
2013 04 06 13 29 20822.23
2013 04 06 13 30 20822.14
2013 04 06 13 31 20822.07
2013 04 06 13 32 20822.07
2013 04 06 13 33 20821.98
2013 04 06 13 34 20821.80
2013 04 06 13 35 20821.56
2013 04 06 13 36 20821.30
2013 04 06 13 37 20821.21
2013 04 06 13 38 20821.22
2013 04 06 13 39 20821.19
2013 04 06 13 40 20821.16
2013 04 06 13 41 20821.15
2013 04 06 13 42 20821.06
2013 04 06 13 43 20820.98
2013 04 06 13 44 20820.87
2013 04 06 13 45 20820.78
2013 04 06 13 46 20820.40
2013 04 06 13 47 20820.13
2013 04 06 13 48 20819.68
2013 04 06 13 49 20819.43
2013 04 06 13 50 20819.25
2013 04 06 13 51 20819.10
2013 04 06 13 52 20819.03
2013 04 06 13 53 20819.08
2013 04 06 13 54 20819.15
2013 04 06 13 55 20819.10
2013 04 06 13 56 20819.01
2013 04 06 13 57 20819.19
2013 04 06 13 58 20819.10
2013 04 06 13 59 20819.13
2013 04 06 14 00 20819.22
2013 04 06 14 01 20819.24
2013 04 06 14 02 20819.28
2013 04 06 14 03 20819.10
2013 04 06 14 04 20819.03
2013 04 06 14 05 20818.72
2013 04 06 14 06 20818.28
2013 04 06 14 07 20817.91
2013 04 06 14 08 20817.58
2013 04 06 14 09 20817.46
2013 04 06 14 10 20817.27
2013 04 06 14 11 20817.34
2013 04 06 14 12 20817.15
2013 04 06 14 13 20816.92
2013 04 06 14 14 20816.79
2013 04 06 14 15 20816.95
2013 04 06 14 16 20816.97
2013 04 06 14 17 20816.80
2013 04 06 14 18 20816.79
2013 04 06 14 19 20816.60
2013 04 06 14 20 20816.40
2013 04 06 14 21 20816.38
2013 04 06 14 22 20816.26
2013 04 06 14 23 20815.91
2013 04 06 14 24 20815.84
2013 04 06 14 25 20815.70
2013 04 06 14 26 20815.75
2013 04 06 14 27 20815.82
2013 04 06 14 28 20815.83
2013 04 06 14 29 20815.66
2013 04 06 14 30 20815.46
2013 04 06 14 31 20815.28
2013 04 06 14 32 20815.22
2013 04 06 14 33 20814.91
2013 04 06 14 34 20814.68
2013 04 06 14 35 20814.59
2013 04 06 14 36 20814.52
2013 04 06 14 37 20814.23
2013 04 06 14 38 20814.07
2013 04 06 14 39 20814.11
2013 04 06 14 40 20814.16
2013 04 06 14 41 20814.11
2013 04 06 14 42 20813.99
2013 04 06 14 43 20813.78
2013 04 06 14 44 20813.67
2013 04 06 14 45 20813.51
2013 04 06 14 46 20813.33
2013 04 06 14 47 20813.09
2013 04 06 14 48 20812.79
2013 04 06 14 49 20812.78
2013 04 06 14 50 20812.88
2013 04 06 14 51 20812.89
2013 04 06 14 52 20812.92
2013 04 06 14 53 20813.07
2013 04 06 14 54 20813.02
2013 04 06 14 55 20813.04
2013 04 06 14 56 20812.92
2013 04 06 14 57 20812.64
2013 04 06 14 58 20812.40
2013 04 06 14 59 20812.29
2013 04 06 15 00 20812.48
2013 04 06 15 01 20812.44
2013 04 06 15 02 20812.58
2013 04 06 15 03 20812.43
2013 04 06 15 04 20812.48
2013 04 06 15 05 20812.32
2013 04 06 15 06 20812.24
2013 04 06 15 07 20812.02
2013 04 06 15 08 20811.74
2013 04 06 15 09 20811.69
2013 04 06 15 10 20811.54
2013 04 06 15 11 20811.61
2013 04 06 15 12 20811.57
2013 04 06 15 13 20811.41
2013 04 06 15 14 20811.22
2013 04 06 15 15 20810.81
2013 04 06 15 16 20810.66
2013 04 06 15 17 20810.51
2013 04 06 15 18 20810.41
2013 04 06 15 19 20810.07
2013 04 06 15 20 20810.00
2013 04 06 15 21 20809.76
2013 04 06 15 22 20809.52
2013 04 06 15 23 20809.67
2013 04 06 15 24 20809.71
2013 04 06 15 25 20809.90
2013 04 06 15 26 20809.99
2013 04 06 15 27 20810.14
2013 04 06 15 28 20810.07
2013 04 06 15 29 20809.93
2013 04 06 15 30 20809.76
2013 04 06 15 31 20809.67
2013 04 06 15 32 20809.88
2013 04 06 15 33 20809.89
2013 04 06 15 34 20809.94
2013 04 06 15 35 20809.94
2013 04 06 15 36 20810.01
2013 04 06 15 37 20809.47
2013 04 06 15 38 20809.25
2013 04 06 15 39 20808.60
2013 04 06 15 40 20808.11
2013 04 06 15 41 20807.69
2013 04 06 15 42 20807.05
2013 04 06 15 43 20807.00
2013 04 06 15 44 20806.45
2013 04 06 15 45 20806.36
2013 04 06 15 46 20805.99
2013 04 06 15 47 20805.78
2013 04 06 15 48 20805.82
2013 04 06 15 49 20805.84
2013 04 06 15 50 20805.75
2013 04 06 15 51 20805.46
2013 04 06 15 52 20805.41
2013 04 06 15 53 20805.16
2013 04 06 15 54 20804.83
2013 04 06 15 55 20804.45
2013 04 06 15 56 20804.24
2013 04 06 15 57 20803.88
2013 04 06 15 58 20803.79
2013 04 06 15 59 20803.64
